,Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
17323,21,2,0,6,7,2,1,20,78,51,1,1,1,13,9,1
17324,29,1,3,4,4,2,1,14,91,86,1,2,4,11,0,1
17325,29,0,8,1,1,2,2,77,16,85,2,2,6,68,7,2
17326,44,2,11,3,3,0,0,63,27,20,2,4,9,59,23,0
17327,25,2,4,4,20,2,1,29,79,39,1,1,0,20,8,1
17328,28,0,7,6,7,2,1,63,37,29,2,3,12,41,26,0
17329,41,2,4,7,10,1,0,13,100,37,1,0,0,11,2,1
17330,45,0,13,3,3,0,0,31,74,69,1,1,3,26,5,1
17331,34,2,10,7,21,2,2,47,48,55,1,1,2,29,2,1
17332,28,0,4,3,18,2,2,15,90,78,1,1,0,6,8,1
17333,43,0,15,0,16,2,1,30,66,20,1,1,3,20,9,1
17334,21,0,0,5,15,1,2,25,69,68,1,2,3,11,4,1
17335,29,3,8,7,21,0,0,43,54,63,2,4,5,34,24,2
17336,53,3,12,6,7,2,0,28,59,37,1,0,5,26,2,2
17337,51,2,3,2,11,2,1,53,38,87,1,1,0,40,9,1
17338,54,0,17,6,7,1,1,91,6,23,2,3,9,68,27,0
17339,36,0,11,4,20,0,1,35,48,47,1,0,3,32,5,2
17340,55,1,0,3,3,0,1,79,34,84,2,5,7,55,7,0
17341,57,0,4,1,2,1,0,79,30,84,2,5,14,72,5,0
17342,24,2,3,0,16,2,1,63,40,53,2,5,12,53,6,2
17343,24,0,3,3,18,2,1,57,41,24,2,4,7,56,9,0
17344,48,2,14,4,20,2,0,64,44,66,2,5,12,48,16,0
17345,28,1,7,5,13,1,0,38,56,94,1,2,1,25,4,2
17346,36,2,5,3,8,0,1,80,8,56,2,5,12,52,15,0
17347,45,0,5,7,10,1,0,70,33,28,0,5,17,33,43,0
17348,42,3,21,6,19,0,2,17,80,75,1,1,2,9,7,1
17349,30,0,6,6,17,1,1,18,60,21,1,1,5,11,1,2
17350,52,0,12,6,19,2,2,93,6,98,2,4,8,87,28,0
17351,53,1,1,7,21,1,1,67,35,39,2,5,9,50,5,0
17352,29,2,8,4,23,2,0,34,71,61,1,1,0,20,6,1
17354,53,2,6,6,7,2,1,42,61,69,1,2,1,23,9,1
17355,55,3,10,2,11,1,1,22,52,66,1,1,0,15,7,1
17356,38,1,3,4,23,1,0,25,81,68,1,0,2,11,4,2
17358,52,0,0,4,20,1,1,75,9,76,2,5,10,65,18,0
17359,37,0,12,2,6,1,1,57,41,25,2,4,8,49,24,2
17361,59,0,14,2,6,1,0,23,61,79,1,1,1,19,3,1
17362,29,0,8,0,16,1,0,69,24,69,2,2,5,43,18,2
17363,55,2,7,0,16,2,0,85,27,79,2,5,6,67,27,0
17364,36,2,11,5,15,0,2,81,36,46,2,4,13,60,21,2
17365,32,1,7,0,22,2,2,37,56,92,1,0,2,25,6,1
17366,58,2,7,6,7,1,0,16,81,42,1,2,2,13,4,1
17367,57,3,10,1,2,0,1,78,12,55,2,4,9,55,13,0
17368,49,0,9,7,10,0,1,77,27,87,2,5,6,55,6,0
17369,54,0,15,6,17,0,1,12,79,64,1,1,0,7,8,1
17370,53,0,13,2,11,1,0,46,63,80,1,0,4,23,7,1
17371,42,2,4,7,21,1,0,36,59,84,1,1,5,35,0,2
17372,42,2,3,6,7,2,0,56,55,87,2,2,11,34,12,2
17373,35,0,1,4,20,1,0,56,50,79,2,5,8,46,27,0
17374,51,0,14,7,12,0,1,30,59,28,1,1,2,28,1,2
17375,52,2,4,6,19,2,1,13,99,71,1,2,2,8,3,1
17376,47,0,1,6,7,1,0,21,72,39,1,2,0,19,4,2
17377,25,2,0,3,18,0,1,33,70,91,1,0,2,23,9,1
17378,32,0,11,5,13,0,1,75,51,74,2,5,12,66,25,0
17379,59,0,8,6,17,1,2,47,54,29,2,3,12,26,8,1
17380,36,0,7,5,15,0,0,82,35,86,2,3,9,58,15,0
17381,31,0,0,0,16,1,0,16,66,44,1,1,4,7,9,1
17382,31,0,6,5,15,0,2,43,52,30,1,0,4,24,3,2
17383,37,0,13,7,21,2,0,57,50,20,1,0,3,45,8,0
17384,49,1,5,7,12,1,0,33,67,83,1,1,1,15,0,2
17385,44,1,16,4,4,0,1,37,50,46,1,1,4,25,0,2
17386,42,1,11,5,14,1,1,93,11,56,2,4,7,47,25,0
17387,49,0,0,7,10,1,0,19,76,56,1,2,1,8,1,2
17388,52,0,1,4,20,0,0,65,30,44,2,4,6,53,5,0
17389,54,0,7,2,11,0,0,64,27,98,1,1,5,63,3,0
17390,41,2,12,7,10,1,0,16,95,24,1,0,0,15,6,1
17391,56,2,7,1,5,1,2,86,27,35,2,3,7,48,21,2
17392,40,1,7,0,0,1,2,84,20,36,2,5,7,75,8,0
17393,30,3,6,2,6,0,1,15,91,79,1,1,0,14,6,1
17395,55,1,6,7,10,1,1,29,58,86,1,2,0,20,4,1
17396,52,1,9,1,5,0,1,71,36,50,2,5,8,45,26,0
17397,37,1,10,0,16,1,1,56,75,85,1,2,5,44,4,2
17398,34,0,6,5,14,2,0,31,73,46,1,2,0,16,3,2
17399,36,1,10,1,1,2,0,20,71,78,1,1,0,18,2,2
17400,21,0,0,5,15,0,2,44,46,55,1,2,0,28,0,2
17401,46,2,10,1,5,1,0,47,53,86,1,2,2,28,0,2
17402,22,1,1,4,20,1,1,32,72,45,1,2,0,28,1,2
17403,53,0,6,1,2,0,1,14,78,34,1,0,0,9,9,1
17404,33,0,7,5,13,0,2,24,74,65,1,1,5,22,6,1
17406,39,0,11,7,10,1,0,89,15,28,2,3,9,59,8,0
17407,58,0,12,1,5,0,1,49,38,57,1,0,3,30,5,2
17408,27,1,6,7,10,2,0,10,89,66,1,2,0,6,6,1
17409,28,0,4,1,5,2,1,53,64,58,1,0,2,34,2,2
17410,51,0,15,7,10,2,1,47,45,83,1,2,1,36,9,2
17411,31,0,10,6,17,1,2,55,46,65,1,2,2,52,6,2
17412,57,0,7,1,1,1,0,73,41,89,2,2,8,64,10,0
17413,40,0,8,2,9,1,2,63,61,46,2,3,9,33,8,1
17414,40,0,13,3,3,2,0,83,17,79,2,5,7,77,13,0
17415,54,0,10,0,0,1,0,37,60,73,1,0,5,29,2,1
17416,52,0,5,5,15,1,2,90,4,72,2,2,5,78,18,0
17417,39,0,7,0,0,1,1,36,57,78,1,1,3,30,0,1
17418,39,2,11,2,6,0,2,21,67,41,1,1,0,11,5,1
17419,53,0,5,7,12,1,1,92,14,53,2,3,8,54,5,0
17420,51,1,12,6,17,0,0,37,83,46,1,2,5,20,0,2
17421,31,0,10,5,14,0,1,17,80,46,1,0,1,8,6,1
17422,22,0,1,4,23,1,0,38,59,64,1,1,1,29,1,0
17423,23,0,2,1,5,0,1,18,93,46,1,1,4,13,6,1
17424,51,0,12,3,18,1,1,77,25,87,2,2,13,59,24,2
17425,39,0,9,5,13,1,2,51,43,79,1,1,1,49,8,2
17426,27,0,6,5,13,1,0,24,66,85,1,2,5,12,9,2
17427,28,0,6,0,0,1,2,51,31,64,2,5,7,46,6,1
17428,47,0,7,0,16,2,0,24,76,28,1,1,5,16,4,1
17429,35,0,11,0,16,0,2,53,55,40,2,2,10,31,21,1
17430,22,0,1,7,21,1,0,57,44,61,2,3,13,47,20,0
17432,42,0,11,6,19,1,0,48,66,99,2,5,13,39,20,2
17433,38,0,6,1,1,0,2,87,7,39,2,2,6,72,25,0
17434,54,2,10,7,12,2,0,85,11,43,2,2,7,61,22,0
17435,22,0,1,2,11,1,0,93,6,97,0,7,20,83,26,0
17436,37,2,12,4,20,1,0,66,29,21,2,4,7,52,8,0
17437,57,0,5,6,7,2,0,64,48,44,2,5,12,60,14,0
17438,30,0,8,7,12,1,0,48,45,54,1,1,4,36,9,2
17439,45,1,8,4,23,2,1,72,38,66,2,4,7,68,26,0
17440,34,0,10,2,6,1,1,26,55,54,1,2,5,19,0,1
17441,33,0,4,1,2,2,1,61,32,82,2,3,12,55,9,0
17442,40,0,14,4,4,1,1,11,91,62,1,1,1,8,2,1
17443,26,1,3,6,17,0,0,47,41,35,2,2,8,35,14,0
17444,25,0,4,6,7,2,1,34,52,48,1,0,2,27,1,2
17445,29,2,8,0,16,2,0,36,52,28,1,1,3,22,9,1
17446,23,1,2,3,8,1,0,58,51,83,1,2,0,54,1,0
17447,36,2,4,0,16,0,2,64,28,69,2,5,6,30,22,1
17448,40,0,1,4,20,1,1,82,10,83,2,5,13,73,26,0
17449,58,0,14,6,17,2,2,76,20,83,2,5,13,50,23,2
17450,47,0,1,3,8,2,0,65,47,24,1,1,0,52,2,0
17451,41,2,11,1,5,2,0,80,41,71,2,2,12,75,29,0
17452,53,1,17,0,22,0,2,84,27,75,2,2,7,78,18,2
17453,41,1,8,1,1,1,1,64,39,57,2,3,6,42,13,0
17454,48,0,15,6,17,2,2,74,40,42,2,5,13,51,7,2
17455,54,0,7,5,14,1,0,47,56,86,1,1,4,24,2,2
17456,49,0,2,6,17,2,0,27,69,48,1,1,0,13,7,2
17457,52,1,12,5,13,2,0,58,37,74,2,5,13,40,16,0
17458,59,1,10,5,14,0,0,42,62,68,1,2,4,39,8,0
17459,28,0,6,4,23,1,1,83,13,20,2,3,6,47,23,0
17460,58,1,7,3,18,0,1,38,59,39,1,0,0,30,9,2
17461,59,0,13,7,10,1,1,63,31,82,1,0,5,36,1,2
17462,53,2,12,4,4,0,0,14,65,36,1,1,5,10,0,1
17463,47,3,5,0,16,0,1,63,24,52,2,4,8,42,5,2
17464,29,0,8,0,16,2,1,52,40,71,1,1,0,37,7,1
17465,55,1,14,1,5,2,2,57,28,47,1,2,1,50,4,2
17466,50,0,8,2,6,1,1,21,68,29,1,2,5,18,7,1
17467,49,3,3,0,0,2,2,58,30,52,2,2,13,54,22,1
17468,42,0,2,5,13,1,0,65,16,75,2,5,6,40,24,0
17469,34,0,2,7,21,0,0,63,40,58,2,5,11,47,15,0
17470,52,0,14,0,0,0,2,29,68,65,1,0,5,27,9,1
17471,30,0,4,2,11,2,1,13,82,74,1,1,2,9,7,1
17472,29,3,3,4,4,1,0,65,18,44,1,1,0,46,2,0
17473,25,0,4,0,0,0,0,39,35,83,2,2,11,21,27,1
17474,48,1,20,2,9,1,0,48,50,92,1,1,5,25,8,1
17475,30,0,9,0,22,1,1,68,33,86,2,2,8,40,9,2
17476,56,0,15,3,18,1,1,17,72,51,1,0,0,9,6,1
17477,28,0,5,1,5,1,2,61,45,45,2,3,13,29,10,2
17478,28,2,7,1,2,2,0,94,5,85,2,3,8,69,14,0
17479,40,1,2,4,20,0,2,57,51,47,1,0,1,28,6,2
17480,54,2,5,5,15,0,1,24,68,36,1,2,3,17,6,1
17481,40,3,12,4,4,1,1,73,26,63,2,4,9,70,20,0
17484,60,1,4,2,11,0,1,32,63,85,1,1,3,25,4,1
17485,38,0,12,0,16,1,1,47,54,27,1,0,3,31,2,2
17486,25,1,4,1,5,1,2,73,40,83,2,2,13,60,10,2
17487,45,0,11,6,7,1,1,35,64,37,1,0,2,19,3,2
17488,45,2,12,6,19,1,1,25,81,89,1,1,2,18,8,1
17489,40,0,17,7,21,2,0,52,41,38,2,3,11,44,5,2
17490,38,3,12,4,4,2,0,16,81,52,1,1,3,13,1,1
17491,39,0,5,1,2,1,1,65,49,22,2,2,5,63,13,0
17492,59,0,9,3,18,0,0,50,54,46,2,5,5,37,20,2
17493,59,2,6,1,5,0,0,56,48,42,1,1,5,45,1,0
17494,54,0,9,3,3,2,2,78,18,72,2,4,9,43,17,2
17495,25,2,4,1,1,0,0,58,50,56,1,0,5,43,5,2
17496,30,3,4,5,13,1,2,79,40,86,2,5,10,38,23,1
17497,47,1,15,0,0,0,1,48,56,32,1,0,0,34,7,2
17498,29,0,5,7,10,2,1,68,51,26,2,5,12,38,9,2
17499,56,2,3,6,19,0,0,29,79,94,1,0,4,17,9,1
17500,37,0,0,5,13,1,2,35,79,31,1,1,5,24,4,2
17501,39,2,10,5,13,2,0,63,30,77,2,3,6,33,23,0
17502,26,0,5,5,14,1,1,85,22,76,2,2,5,49,25,0
17503,46,0,12,5,14,1,0,34,41,32,1,2,2,29,9,0
17504,44,1,11,6,17,2,0,32,75,89,1,1,5,26,8,2
17505,47,0,4,0,22,1,0,45,44,75,2,5,8,21,5,1
17506,37,2,10,6,7,2,2,85,17,38,2,2,10,46,13,2
17507,59,2,8,6,17,1,0,15,85,93,1,2,3,11,8,1
17508,40,1,8,2,6,2,1,41,54,43,1,0,1,32,4,2
17509,58,0,9,4,4,0,0,86,12,31,2,4,10,63,17,0
17510,34,0,3,0,0,1,1,12,81,90,1,1,2,9,5,1
17511,54,1,14,4,4,1,0,74,36,75,2,2,14,57,29,0
17512,32,0,11,1,2,2,0,72,26,76,2,2,12,36,6,0
17513,37,0,7,6,19,1,0,39,70,91,1,2,4,36,5,2
17514,29,2,2,2,9,0,0,12,66,82,1,2,3,10,0,1
17515,44,0,11,0,0,1,1,86,16,61,2,2,5,66,29,0
17516,51,3,5,5,13,1,1,38,50,49,1,1,3,28,2,2
17517,58,0,8,4,4,1,1,43,63,56,1,1,3,37,5,2
17518,48,1,13,4,20,0,0,52,56,22,2,2,12,24,26,0
17519,42,2,12,1,5,2,1,52,59,83,2,4,5,28,26,1
17520,56,1,0,2,6,0,1,63,30,84,2,5,12,45,7,0
17521,28,0,0,1,2,1,0,46,34,60,1,1,5,38,0,0
17522,33,2,5,4,20,0,0,16,86,70,1,1,5,10,0,1
17523,28,1,7,5,14,2,0,66,15,77,2,2,11,39,19,0
17525,54,1,6,1,1,1,2,12,83,63,1,2,1,6,4,1
17526,27,2,4,7,10,1,2,40,74,30,1,2,0,28,0,1
17527,22,2,1,1,5,2,1,34,67,39,1,1,3,18,0,2
17528,54,2,17,7,21,0,0,18,80,66,1,0,2,14,9,1
17529,30,3,3,5,15,1,1,55,51,25,1,0,1,42,0,2
17530,26,0,5,1,1,2,0,52,49,28,1,1,5,25,5,0
17531,28,1,7,6,19,0,1,86,8,84,2,3,9,52,10,0
17532,34,1,10,4,23,2,1,63,19,43,2,5,7,31,17,0
17533,34,0,10,5,14,2,0,63,33,47,1,0,2,58,6,0
17534,39,0,6,5,15,0,1,75,18,40,2,5,10,63,24,0
17535,50,1,9,6,7,2,1,86,17,24,2,2,7,38,19,0
17536,50,0,13,0,16,1,1,10,90,40,1,2,4,6,1,1
17537,44,3,9,2,11,2,1,43,51,99,1,1,3,28,9,1
17538,40,0,8,4,4,1,0,56,40,41,1,2,2,30,8,0
17539,29,1,8,4,23,1,0,30,72,58,1,2,5,21,9,2
17540,26,0,5,4,23,1,1,54,50,59,1,0,3,27,6,2
17541,53,0,15,3,18,2,2,45,52,26,1,0,3,29,3,1
17542,35,0,3,4,4,1,0,78,19,43,1,1,1,45,6,0
17543,50,1,8,1,2,1,1,39,49,80,1,2,3,32,4,2
17544,37,0,13,2,9,2,1,23,72,62,1,1,4,16,4,1
17545,44,2,8,6,19,0,0,55,57,94,2,2,8,28,12,2
17546,28,2,7,0,22,2,0,24,75,95,1,1,3,17,3,1
17547,27,2,6,2,11,0,0,33,72,85,1,1,5,26,0,1
17548,58,0,12,3,8,2,2,12,100,22,1,0,4,6,4,1
17549,50,2,12,2,11,1,0,14,94,67,1,2,4,7,3,1
17550,49,1,11,7,21,2,0,62,62,20,2,5,14,40,29,0
17551,24,1,3,3,8,1,2,47,59,48,2,4,14,44,5,1
17552,35,0,1,7,12,1,2,91,1,66,2,3,14,61,11,0
17553,48,2,12,7,21,1,1,71,39,53,2,3,12,40,29,2
17554,31,1,9,3,18,1,1,79,43,86,2,5,5,54,20,0
17555,55,0,14,7,21,1,0,53,39,54,1,0,0,41,7,0
17556,56,0,4,6,7,1,2,22,85,79,1,1,0,15,1,1
17557,30,2,5,6,7,1,2,39,54,29,1,0,0,29,3,1
17558,39,0,8,0,0,2,0,70,28,80,2,5,7,59,27,2
17559,34,2,8,1,5,1,1,29,71,59,1,2,3,21,1,1
17560,40,0,12,5,15,0,0,10,99,39,1,0,0,7,2,1
17561,58,1,1,2,11,0,0,25,100,88,1,2,0,13,7,1
17563,23,0,2,6,7,0,0,21,71,22,1,2,0,20,6,2
17564,21,0,0,4,20,1,0,20,83,49,1,0,2,17,9,2
17565,56,2,3,3,3,2,0,47,60,43,1,1,3,36,4,2
17566,50,0,6,3,18,2,0,17,89,86,1,2,1,9,7,1
17567,59,2,14,4,4,1,2,65,55,77,1,1,5,51,9,1
17568,47,0,6,3,8,1,2,37,56,35,1,1,3,20,6,1
17569,58,0,13,7,12,1,2,76,24,73,2,4,11,72,15,2
17570,48,1,5,7,12,2,0,94,16,29,2,4,10,66,8,0
17572,40,1,13,3,3,2,2,70,19,40,1,1,1,51,4,2
17573,48,3,8,3,8,1,1,15,75,54,1,2,3,10,5,1
17574,53,1,0,6,17,2,0,78,5,52,2,2,5,62,29,0
17575,21,2,0,5,13,1,1,74,36,84,2,4,12,58,6,0
17576,52,1,3,2,6,2,1,86,0,71,2,4,9,81,25,0
17577,55,0,2,7,21,1,2,16,76,58,1,2,0,14,8,1
17578,53,0,12,5,13,0,1,54,50,65,1,0,1,24,8,2
17579,44,0,6,4,23,1,0,30,62,67,1,1,4,15,4,2
17580,54,0,7,2,6,0,1,17,87,40,1,2,1,13,2,1
17581,24,0,3,7,21,2,2,34,60,35,1,1,4,16,7,1
17582,57,0,10,3,3,2,2,13,81,90,1,2,3,11,3,1
17583,55,0,7,5,13,2,1,14,74,64,1,2,5,9,5,1
17584,36,1,9,5,15,1,0,86,20,54,2,5,5,70,10,0
17586,60,2,13,4,20,0,1,19,75,68,1,2,4,15,3,1
17587,55,0,16,7,21,1,0,34,75,48,2,4,8,25,9,1
17588,54,0,7,7,21,1,1,94,20,93,0,5,25,83,37,0
17589,43,0,16,5,14,2,2,90,21,62,2,3,13,53,5,2
17590,50,2,11,2,6,0,0,50,57,21,1,2,2,38,5,2
17592,50,2,8,5,15,2,2,72,31,93,2,5,6,41,20,2
17593,56,0,6,4,4,2,1,58,47,59,2,4,10,45,5,2
17594,56,0,14,0,22,1,1,24,85,71,1,2,3,17,9,1
17595,39,3,1,3,18,0,1,15,87,44,1,0,4,7,5,1
17596,39,0,16,5,15,1,0,72,15,42,2,2,14,69,28,0
17597,29,2,3,2,11,1,2,38,48,67,1,1,5,31,8,1
17598,31,2,10,3,18,1,1,56,47,68,1,2,2,54,8,2
17599,42,0,8,7,10,0,0,44,58,26,2,2,14,28,8,2
17600,23,2,2,7,12,2,1,82,0,79,2,5,13,42,9,0
17601,23,2,2,6,19,1,0,77,24,83,2,4,12,37,18,0
17602,31,0,0,6,19,1,0,25,89,94,1,2,2,23,9,2
17603,47,0,10,7,12,1,1,79,18,57,2,2,6,66,25,0
17604,27,0,4,5,15,1,0,12,81,90,1,0,3,7,3,1
17605,47,0,8,2,9,1,0,31,59,28,1,1,2,25,4,2
17606,47,0,3,4,20,0,1,76,1,69,2,5,12,35,15,0
17607,41,0,14,6,19,0,0,71,19,94,1,0,2,57,8,0
17608,44,3,13,3,3,0,0,76,36,82,2,5,6,57,16,2
17609,48,0,14,5,14,1,1,42,72,85,1,1,5,27,6,2
17610,34,2,13,7,10,2,1,69,26,26,2,4,8,33,22,2
17611,53,1,13,0,22,1,0,76,22,98,2,2,9,37,14,2
17614,37,1,8,2,9,2,2,66,31,86,2,2,6,45,25,1
17615,27,2,6,4,23,1,0,74,18,77,2,3,6,65,24,0
17616,39,2,2,4,23,0,2,46,40,31,1,2,5,24,0,2
17617,58,1,17,1,1,0,2,27,66,94,2,4,11,20,13,1
17618,22,0,1,0,16,2,1,55,46,41,1,0,1,46,5,2
17619,21,2,0,6,17,0,2,60,28,38,2,2,6,48,6,2
17621,45,0,9,0,22,1,2,72,35,94,2,4,13,38,9,1
17622,42,0,6,7,12,2,0,52,21,31,1,0,3,31,8,0
17623,24,0,3,7,12,2,0,61,40,30,2,3,9,32,5,0
17624,34,1,5,6,19,0,0,30,65,99,1,1,2,29,2,2
17625,33,2,6,2,9,1,2,53,49,33,1,0,5,50,3,1
17626,49,0,5,7,10,0,2,64,48,29,2,3,10,61,29,2
17627,48,0,8,6,17,1,0,64,23,61,2,5,11,61,8,0
17628,22,0,1,2,11,0,1,27,66,69,1,1,5,19,2,1
17629,33,2,9,0,16,2,1,18,94,26,1,1,2,11,5,1
17631,25,1,4,6,17,0,0,29,75,63,1,0,1,23,0,2
17632,35,2,11,2,11,2,1,44,35,72,2,3,13,21,23,1
17633,55,0,2,4,4,0,0,77,9,75,2,2,8,52,5,0
17634,23,2,2,2,11,0,0,36,75,71,1,1,4,27,4,1
17635,50,0,9,0,16,2,0,81,9,69,2,5,8,43,17,0
17636,60,3,7,6,19,2,0,80,15,99,2,3,7,49,17,0
17637,45,0,2,3,18,0,1,20,90,85,1,0,4,12,4,1
17638,53,0,5,6,7,2,0,81,41,82,2,4,10,71,13,0
17639,51,0,12,4,4,1,2,48,50,70,1,1,2,33,2,1
17640,44,3,16,3,18,2,1,39,60,60,1,2,4,24,9,1
17641,30,0,0,5,14,2,1,80,15,26,2,4,13,55,12,0
17642,32,1,8,6,17,1,1,21,68,22,1,0,0,18,9,2
17644,52,3,14,4,20,0,2,34,76,72,1,0,5,27,4,1
17645,43,1,10,5,14,2,2,74,11,27,2,2,10,53,15,0
17646,56,2,6,6,19,0,0,86,5,71,2,4,9,77,21,0
17647,22,0,1,6,7,1,0,74,6,88,2,2,6,58,12,0
17648,33,2,0,1,2,1,2,83,13,28,2,3,14,62,13,0
17649,23,0,2,6,7,2,0,65,44,68,2,2,12,33,5,0
17650,40,0,11,5,15,1,0,56,40,79,2,2,10,30,20,0
17651,23,2,2,7,12,1,2,60,41,83,2,4,13,41,17,1
17652,41,2,12,1,1,1,1,59,51,70,2,2,9,36,6,2
17653,33,3,12,0,16,1,1,32,62,46,1,1,5,20,0,1
17654,26,0,5,4,4,2,2,14,76,85,1,1,4,9,3,1
17655,29,1,7,3,3,2,0,47,41,46,1,1,4,38,5,0
17656,23,2,2,4,20,1,1,38,54,24,1,1,0,22,8,2
17657,54,2,9,4,20,1,1,77,13,82,2,4,7,45,11,0
17658,60,1,8,0,16,1,0,50,51,21,1,1,5,41,0,0
17659,35,0,5,1,5,0,2,65,19,53,2,5,10,44,27,2
17661,58,0,4,7,12,1,1,34,62,26,1,1,2,33,1,2
17662,42,0,7,3,8,1,1,91,11,55,0,5,23,42,34,0
17663,50,2,0,7,21,2,1,28,66,94,1,1,0,20,4,1
17664,54,2,0,0,16,1,0,81,15,80,2,4,14,66,27,0
17666,59,0,15,5,13,1,0,34,74,82,1,2,3,24,0,2
17667,31,0,6,2,11,1,0,50,44,77,2,5,5,29,9,2
17668,24,2,3,0,0,0,0,86,8,21,2,2,13,53,29,0
17669,49,0,9,6,17,1,0,43,66,70,1,2,4,35,2,2
17670,50,1,9,2,9,1,1,47,56,55,2,4,13,22,14,1
17671,28,0,7,5,14,0,1,69,37,38,1,0,0,67,5,0
17672,36,1,0,0,22,0,0,52,26,98,1,2,0,28,2,2
17673,35,0,12,2,6,2,0,22,64,46,1,0,2,10,0,1
17674,47,0,3,4,20,1,1,39,50,20,1,1,2,19,7,2
17675,57,2,13,7,12,1,2,11,86,75,1,2,4,10,7,1
17676,60,2,6,0,16,1,1,93,0,94,2,3,13,82,9,0
17677,25,2,0,6,17,2,0,11,85,21,1,0,0,6,5,2
17678,34,0,12,2,6,0,0,55,44,76,1,0,0,53,2,2
17679,33,0,2,6,7,2,0,72,22,32,0,6,24,44,51,0
17680,41,2,3,3,18,2,0,88,8,23,2,5,13,52,17,0
17681,47,0,20,4,4,1,1,44,50,50,1,0,3,31,7,2
17682,28,0,7,4,4,1,1,27,81,40,2,3,10,17,13,1
17683,60,0,9,6,7,1,0,48,49,40,1,2,1,44,0,0
17684,37,2,16,6,19,1,2,62,51,91,2,2,11,34,20,1
17685,44,1,0,0,22,0,1,30,66,94,1,1,3,14,3,1
17686,28,0,4,6,19,1,0,32,71,84,1,0,4,25,7,2
17687,27,0,1,1,2,2,0,79,16,59,2,4,5,67,17,0
17688,49,0,18,0,16,1,1,72,26,94,1,2,4,60,4,2
17689,32,2,6,7,21,2,0,94,3,75,2,4,12,62,24,0
17690,40,2,6,0,22,0,1,20,77,99,1,1,5,9,7,1
17691,24,0,3,3,18,1,0,42,55,71,1,1,3,32,3,2
17692,24,2,3,0,22,0,1,44,33,77,1,1,2,20,1,1
17693,40,2,2,7,21,1,1,50,59,75,1,0,4,28,6,2
17694,52,0,13,7,12,0,1,90,11,67,2,4,10,56,10,0
17695,39,1,12,7,12,1,1,67,34,84,2,5,9,30,26,2
17696,60,0,5,3,3,2,2,72,40,60,2,2,14,50,12,2
17697,21,0,0,4,20,1,2,38,51,66,1,0,5,27,4,1
17698,29,2,3,5,15,2,1,52,36,31,2,2,14,24,26,2
17700,52,2,6,1,5,1,0,25,75,33,1,2,2,13,1,1
17701,41,3,0,7,10,0,1,89,13,46,2,2,7,76,15,0
17703,32,2,9,0,16,2,0,80,23,76,2,3,14,47,11,2
17704,34,2,5,1,2,1,0,37,60,92,1,2,1,31,3,2
17705,41,2,4,3,18,2,0,22,89,61,1,1,0,15,6,1
17706,24,3,3,0,22,1,1,26,83,84,1,2,3,12,5,1
17707,39,1,4,5,14,1,0,35,64,84,1,0,4,18,0,2
17708,22,2,1,4,23,1,0,44,42,42,1,0,0,40,6,0
17709,28,1,7,2,11,0,1,31,73,96,1,1,5,28,3,1
17710,28,0,7,1,5,1,0,42,69,71,1,0,5,29,9,2
17711,33,2,5,0,16,2,0,51,38,51,1,0,3,25,9,2
17713,26,0,5,4,23,2,2,69,20,88,2,4,7,59,22,2
17715,49,1,13,7,10,0,1,48,36,64,1,0,4,47,2,0
17716,27,2,6,5,13,1,0,28,68,28,1,1,0,24,5,2
17717,48,0,12,0,16,1,0,83,20,46,2,3,7,66,5,0
17718,30,0,9,5,14,2,0,72,24,73,2,2,11,61,5,0
17719,57,0,15,6,7,0,2,38,57,78,1,2,1,18,8,1
17720,58,0,0,0,0,1,0,79,27,92,2,4,11,78,13,0
17721,50,0,10,5,15,0,1,80,13,46,2,5,8,39,12,0
17722,43,1,7,0,0,1,0,38,54,40,1,2,0,21,8,2
17723,43,3,4,0,22,1,2,38,67,96,1,2,4,34,1,1
17724,25,3,0,1,5,2,1,60,39,33,1,2,3,50,9,0
17725,42,1,5,3,8,1,0,83,28,78,2,4,10,73,9,0
17726,30,2,5,4,20,2,0,77,35,66,2,4,7,70,29,0
17727,51,0,3,3,18,0,2,90,0,85,2,2,7,52,12,2
17728,29,0,8,2,6,2,0,79,11,47,2,2,7,52,14,0
17729,24,1,3,1,1,1,1,21,65,56,1,0,2,14,6,1
17730,21,2,0,2,6,2,0,76,5,55,2,5,10,45,10,0
17731,58,0,14,4,20,0,1,45,62,68,2,3,12,31,18,2
17732,29,1,8,7,12,1,2,13,63,75,1,0,2,9,7,1
17733,35,2,2,7,10,2,1,25,80,81,1,2,4,17,1,1
17734,48,2,10,2,9,1,0,21,64,63,1,1,2,18,8,1
17735,39,2,14,7,12,2,1,40,69,43,1,2,2,39,8,1
17736,28,0,7,4,20,1,2,69,42,76,2,3,5,51,6,2
17737,34,0,0,2,11,1,0,66,31,79,2,5,14,32,15,2
17738,24,0,3,6,17,0,2,14,83,45,1,2,1,13,6,1
17739,55,0,8,4,23,0,0,84,27,33,2,5,7,59,5,0
17740,34,2,4,6,7,1,1,15,78,67,1,1,4,8,5,1
17741,37,0,11,1,5,1,0,37,72,94,1,0,3,26,2,2
